RC Institution,RC Department,RC Registered Course Name,VCS #,VCS Name,Course Title,Course Number,Course Credit level,Course Credit Hours,Edition,Alternate Course Values,Start Date,End Date,Start Year,End Year,Start Semester,End Semester,Start Quarter,End Quarter,A1,B1,C1,C2,D1,D2,D3,D4,D5,E1,5A,5B (B1),5B (B2),5B (B3),5C1-C2,5D1,5D2-D5 (D2),5D2-D5 (D3)
University of North Carolina Wilmington,Psychology,51041 BCBA,51041, BCBA,Small-n Research Designs,PSY 515,Graduate,3,Fifth Edition,,8/1/2019,,,,,,,,,,,,,,,,,,,,,,45,,,
University of North Carolina Wilmington,Psychology,51041 BCBA,51041, BCBA,ABA Considerations,PSY 596,Graduate,3,Fifth Edition,,8/1/2019,,,,,,,,,,,,,,,,,,,,,,,,15,30
University of North Carolina Wilmington,Psychology,4289 BCBA,4289, BCBA,Applied Behavior Analysis: Behavior Reduction,518,Graduate,3,Fourth Edition,{Title:ABA: Behavior Reduction},,,2017,,Summer,,,,,,5,5,10,15,,,,10,,,,,,,,
University of North Carolina Wilmington,Psychology,4289 BCBA,4289, BCBA,Clinical Applied Behavior Analysis Practicum,596,Graduate,2,Fourth Edition,{Title:Clinical Psychology Practicum},,,2015,,Spring,,,,,,,,5,,10,,10,5,,,,,,,,
University of North Carolina Wilmington,Psychology,51041 BCBA,51041, BCBA,Concept Found Behavior Analy,PSY 519,Graduate,3,Fifth Edition,,8/1/2019,,,,,,,,,,,,,,,,,,,45,,,,,,
University of North Carolina Wilmington,Psychology,51041 BCBA,51041, BCBA,ABA: Assess. & Intervention 2,PSY 521,Graduate,3,Fifth Edition,,8/1/2019,,,,,,,,,,,,,,,,,,,,,,,20,25,
University of North Carolina Wilmington,Psychology,51041 BCBA,51041, BCBA,Learning and Behavior Analysis,PSY 517,Graduate,3,Fifth Edition,,8/1/2019,,,,,,,,,,,,,,,,,,,,45,,,,,
University of North Carolina Wilmington,Psychology,4289 BCBA,4289, BCBA,Conceptual Issues in Behavior Analysis,519,Graduate,3,Fourth Edition,{Title:Concept Found Behavior Analy},,,2015,,Spring,,,,,35,,,,,,,,10,,,,,,,,
University of North Dakota,Teaching and Learning,4090 BCBA,4090, BCBA,Concepts and Principles of Behavior Analysis,SPED 590,Graduate,3,Fourth Edition,{Title:Concepts & Principles of BA},,,2013,,Fall,,,,,45,,,,,,,,,,,,,,,,
University of North Dakota,Teaching and Learning,4090 BCBA,4090, BCBA,Ethical and Professional Conduct for Behavior Analysts,SPED 590,Graduate,3,Fourth Edition,{Title:Ethic & Prof Conduct for BA},,,2013,,Fall,,,,45,,,,,,,,,,,,,,,,,
University of North Dakota,Education,51077 BCBA,51077, BCBA,Assessment and Behavior Change Systems (5th ed.),SPED 545,Graduate,4,Fifth Edition,,8/16/2019,,,,,,,,,,,,,,,,,,,,,,,45,15,
University of North Dakota,Teaching and Learning,4090 BCBA,4090, BCBA,Concepts and Principles (Sp17),SPED540,Graduate,3,Fourth Edition,{Title:Concepts and Principles of BA},,,2017,,Spring,,,,,45,,,,,,,,,,,,,,,,
University of North Dakota,Teaching and Learning,4090 BCBA,4090, BCBA,Assessment and Behavior Change Systems,SPED 545,Graduate,4,Fourth Edition,{Title:Assessment and Behavior Change Systems},,,2017,,Fall,,,,,,,,30,,10,10,10,,,,,,,,,
University of North Dakota,Teaching and Learning,4090 BCBA,4090, BCBA,Research Methods in Behavior Analysis,SPED 590,Graduate,3,Fourth Edition,{Title:Research Methods in BA},,,2013,,Fall,,,,,,25,20,,,,,,,,,,,,,,
University of North Dakota,Education,51077 BCBA,51077, BCBA,Ethical and Professional Conduct for Behavior Analysts (5th ed.),SPED 542,Graduate,3,Fifth Edition,,8/16/2019,,,,,,,,,,,,,,,,,,45,,,,,,,
University of North Dakota,Education,51077 BCBA,51077, BCBA,Research Methods in Behavior Analysis (5th ed.),SPED 544,Graduate,3,Fifth Edition,,8/16/2019,,,,,,,,,,,,,,,,,,,,,,45,,,
University of North Dakota,Teaching and Learning,4090 BCBA,4090, BCBA,Methods and Applications in Behavior Analysis,SPED 541,Graduate,3,Fourth Edition,{Title:Methods and Applications in BA},,,2017,,Fall,,,,,,,,,45,,,,,,,,,,,,
University of North Dakota,Education,51077 BCBA,51077, BCBA,Concepts and Principles in Behavior Analysis (5th ed.),SPED 540,Graduate,3,Fifth Edition,,8/16/2019,,,,,,,,,,,,,,,,,,,,45,,,,,
University of North Dakota,Teaching and Learning,4090 BCBA,4090, BCBA,Assessment and  Behavior Change Systems,SPED 590,Graduate,4,Fourth Edition,{Title:Assess & Behav Change Systems},,,2013,,Fall,,,,,,,,30,,10,10,10,,,,,,,,,
University of North Dakota,Education,51077 BCBA,51077, BCBA,Philosophical Underpinnings in Applied Behavior Analysis (5th ed.),SPED 546,Graduate,3,Fifth Edition,,8/16/2019,,,,,,,,,,,,,,,,,,,45,,,,,,
University of North Dakota,Teaching and Learning,4090 BCBA,4090, BCBA,Ethical and Professional Conduct for Behavior Analysts,SPED 542,Graduate,3,Fourth Edition,{Title:Ethical and Professional Conduct for BA},,,2017,,Fall,,,,45,,,,,,,,,,,,,,,,,
University of North Dakota,Teaching and Learning,4090 BCBA,4090, BCBA,ABA Across Settings and Populations,SPED 543,Graduate,2,Fourth Edition,{Title:ABA Across Settings and Populations},,,,,,,,,,,,,,,,,,30,,,,,,,,
University of North Dakota,Teaching and Learning,4090 BCBA,4090, BCBA,Methods and Applications of Behavior Analysis,SPED 590,Graduate,3,Fourth Edition,{Title:Methods & Applications of BA},,,2013,,Fall,,,,,,,,,45,,,,,,,,,,,,
University of North Dakota,Teaching and Learning,4090 BCBA,4090, BCBA,ABA Across Settings and Populations,SPED 590,Graduate,2,Fourth Edition,{Title:ABA Across Settings & Popul},,,2013,,Fall,,,,,,,,,,,,,30,,,,,,,,
University of North Dakota,Education,51077 BCBA,51077, BCBA,Applied Behavior Analysis Supervision Across Settings and Populations (5th ed.),SPED 543,Graduate,3,Fifth Edition,,8/16/2019,,,,,,,,,,,,,,,,,,,,,,,,,45
University of North Dakota,Education,51077 BCBA,51077, BCBA,Methods and Applications in Behavior Analysis (5th ed.),SPED 541,Graduate,3,Fifth Edition,,8/16/2019,,,,,,,,,,,,,,,,,,,,,,,,45,
University of North Dakota,Teaching and Learning,4090 BCBA,4090, BCBA,Research Methods in Behavior Analysis,SPED 544,Graduate,3,Fourth Edition,{Title:Research Methods in BA},,,2017,,Fall,,,,,,25,20,,,,,,,,,,,,,,
University of North Florida,Education,4158 BCaBA,4158, BCaBA,ABA in Developmental Disabilities & Autism,EEX5619,Graduate,3,Fourth Edition,,,,,,,,,,,15,,5,10,15,,,,,,,,,,,,
University of North Florida,Special Education,4157 BCBA,4157, BCBA,Principles of Applied Behavior Analysis I,EEX5612,Graduate,3,Fourth Edition,,8/19/2019,12/6/2019,,,,,,,,15,5,,10,15,,,,,,,,,,,,
University of North Florida,Special Education,4157 BCBA,4157, BCBA,ABA in Developmental Disabilities & Autism,EEX5619,Graduate,3,Fourth Edition,,8/19/2019,12/6/2019,,,,,,,,15,,5,10,15,,,,,,,,,,,,
University of North Florida,Special Education,4157 BCBA,4157, BCBA,Principles of Applied Behavior Analysis II,EEX5617,Graduate,3,Fourth Edition,,8/19/2019,12/6/2019,,,,,,,,15,5,,10,15,,,,,,,,,,,,
University of North Florida,Special Education,4157 BCBA,4157, BCBA,Behavior Analysis in Education & Performance Management,EEX6625,Graduate,3,Fourth Edition,,8/19/2019,12/6/2019,,,,,,,,,,,,,10,10,10,15,,,,,,,,
University of North Florida,Special Education,4157 BCBA,4157, BCBA,Research in Special Education,EEX6301,Graduate,3,Fourth Edition,,8/19/2019,12/6/2019,,,,,,,,,15,15,,,,,,15,,,,,,,,
University of North Florida,Special Education,4157 BCBA,4157, BCBA,Ethics in Applied Behavior Analysis,EEX6747,Graduate,3,Fourth Edition,,,,,,,,,,45,,,,,,,,,,,,,,,,,
University of North Florida,Education,4158 BCaBA,4158, BCaBA,Principles of Applied Behavior Analysis II,EEX5617,Graduate,3,Fourth Edition,,,,,,,,,,,15,5,,10,15,,,,,,,,,,,,
University of North Florida,Education,4158 BCaBA,4158, BCaBA,Principles of Applied Behavior Analysis I,EEX5612,Graduate,3,Fourth Edition,,,,,,,,,,,15,5,,10,15,,,,,,,,,,,,
University of North Florida,Education,4158 BCaBA,4158, BCaBA,ABA in Education & Performance Management,EEX6625,Graduate,3,Fourth Edition,,,,,,,,,,,,,,,,10,10,10,15,,,,,,,,
University of North Florida,Education,4158 BCaBA,4158, BCaBA,Ethics in Applied Behavior Analysis & Education Settings,EEX6747,Graduate,1,Fourth Edition,,,,,,,,,,15,,,,,,,,,,,,,,,,,
University of North Texas,Behavior Analysis,4350 BCaBA,4350, BCaBA,Capstone in Applied Behavior Analysis,BEHV 4750,Undergraduate,3,Fourth Edition,,1/21/2019,,,,,,,,5,20,,,,10,,,,10,,,,,,,,
University of North Texas,Behavior Analysis,4350 BCaBA,4350, BCaBA,Organizational Behavior Management,BEHV 4400,Undergraduate,3,Fourth Edition,,1/18/2016,,,,,,,,,10,8,,,7,10,5,5,,,,,,,,,
University of North Texas,Behavior Analysis,4350 BCaBA,4350, BCaBA,Behavior Change Techniques,BEHV 3550,Undergraduate,4,Fourth Edition,,1/21/2019,,,,,,,,5,10,,,,30,10,,5,,,,,,,,,
University of North Texas,Behavior Analysis,4350 BCaBA,4350, BCaBA,Data Collection and Analysis,BEHV 3440,Undergraduate,4,Fourth Edition,,1/21/2019,,,,,,,,,,25,10,,,,,,25,,,,,,,,
University of North Texas,Behavior Analysis,4350 BCaBA,4350, BCaBA,Building Skills with Behavior Technology,BEHV 3770,Undergraduate,4,Fourth Edition,,1/21/2019,,,,,,,,5,5,,,20,10,5,,,5,,,,,,,,
University of North Texas,Behavior Analysis,4350 BCaBA,4350, BCaBA,Behavior Principles and Self-Management,BEHV 4310,Undergraduate,3,Fourth Edition,,1/21/2019,,,,,,,,,15,5,,5,15,,5,,,,,,,,,,
University of North Texas,Behavior Analysis,4350 BCaBA,4350, BCaBA,Functional Analysis and Problem Behavior,BEHV 4010,Undergraduate,4,Fourth Edition,,1/21/2019,,,,,,,,5,15,,,25,10,,,,,,,,,,,,
University of North Texas,Behavior Analysis,4350 BCaBA,4350, BCaBA,Survey of Applied Behavior Analysis Literature,BEHV 3660,Undergraduate,3,Fourth Edition,,1/21/2019,,,,,,,,5,5,,,,20,5,5,5,,,,,,,,,
University of North Texas,Behavior Analysis,51002 BCBA,51002, BCBA,Meaningful Assessment in Applied Behavior Analysis,BEHV 5612,Graduate,3,Fifth Edition,,8/26/2019,,,,,,,,,,,,,,,,,,,,,,,45,,
University of North Texas,Behavior Analysis,51002 BCBA,51002, BCBA,Evidence-Based Practice: Understanding and Applying Applied Behavior Analytic Research,BEHV 5622,Graduate,3,Fifth Edition,,1/13/2020,,,,,,,,,,,,,,,,,,,,,,45,,,
University of North Texas,Behavior Analysis,51002 BCBA,51002, BCBA,Improving Staff Performance in Behavioral Practice,BEHV 5634,Graduate,3,Fifth Edition,,5/11/2020,,,,,,,,,,,,,,,,,,,,,,,,,45
University of North Texas,Behavior Analysis,51002 BCBA,51002, BCBA,Fundamentals and Techniques of Compassionate and Effective Behavior Change,BEHV 5619,Graduate,3,Fifth Edition,,1/13/2020,,,,,,,,,,,,,,,,,,,,,,,,45,
University of North Texas,Behavior Analysis,51002 BCBA,51002, BCBA,"ABA Foundations, Concepts, and Principles I",BEHV 5610,Graduate,3,Fifth Edition,,8/26/2019,,,,,,,,,,,,,,,,,,,18,27,,,,,
University of North Texas,Behavior Analysis,51002 BCBA,51002, BCBA,Behavioral Practice in Autism,BEHV 5627,Graduate,3,Fifth Edition,,1/13/2020,,,,,,,,,,,,,,,,,,,,,,,,45,
University of North Texas,Behavior Analysis,51002 BCBA,51002, BCBA,Culturally Responsive Ethics in Behavioral Practice,BEHV 5613,Graduate,3,Fifth Edition,,8/26/2019,12/5/2019,,,,,,,,,,,,,,,,,45,,,,,,,
University of North Texas,Behavior Analysis,51002 BCBA,51002, BCBA,"ABA Foundations, Concepts, and Principles 2",BEHV 5618,Graduate,3,Fifth Edition,{Term:Spring}{Year:2020},1/13/2020,,,,,,,,,,,,,,,,,,,,45,,,,,
University of North Texas,Behavior Analysis,4193 BCBA,4193, BCBA,Introduction to Behavior Analysis,BEHV 5100,Graduate,3,Fourth Edition,,8/27/2018,,,,,,,,,45,,,,,,,,,,,,,,,,
University of North Texas,Behavior Analysis,4193 BCBA,4193, BCBA,Experimental Analysis of Behavior,BEHV 5010,Graduate,3,Fourth Edition,,1/14/2019,,,,,,,,,15,,15,,,,,,15,,,,,,,,
University of North Texas,Behavior Analysis,4193 BCBA,4193, BCBA,Topics in Behavior Analysis,BEHV 5250.001,Graduate,3,Fourth Edition,,1/21/2019,,,,,,,,,5,3,2,30,,5,,,,,,,,,,,
University of North Texas,Behavior Analysis,4193 BCBA,4193, BCBA,"Legal, Ethical, and Professional Issues in Behavior Analysis",BEHV 5540,Graduate,3,Fourth Edition,,,,,,,,,,45,,,,,,,,,,,,,,,,,
University of North Texas,Behavior Analysis,4193 BCBA,4193, BCBA,Research Methods in Behavior Analysis,BEHV 5140,Graduate,3,Fourth Edition,,8/27/2018,,,,,,,,,,5,40,,,,,,,,,,,,,,
University of North Texas,Behavior Analysis,4193 BCBA,4193, BCBA,Techniques in Applied Behavior Analysis,BEHV 5150,Graduate,3,Fourth Edition,,1/14/2019,,,,,,,,,,,,,30,15,,,,,,,,,,,
University of North Texas,Behavior Analysis,4193 BCBA,4193, BCBA,Development of Behavior Intervention Programs,BEHV 5560,Graduate,3,Fourth Edition,,1/14/2019,,,,,,,,,,,,,15,10,10,10,,,,,,,,,
University of North Texas,Behavior Analysis,4193 BCBA,4193, BCBA,Observation and Measurement of Behavior and Environment,BEHV 5000,Graduate,3,Fourth Edition,,8/27/2018,,,,,,,,,5,40,,,,,,,,,,,,,,,
University of North Texas,Behavior Analysis,4193 BCBA,4193, BCBA,Verbal Behavior and the Analysis of Human Behavior,BEHV 5330,Graduate,3,Fourth Edition,,1/14/2019,,,,,,,,,20,,,,10,,,,15,,,,,,,,
University of Northern Colorado--Extended Campus,Special Education/School Psychology,4310 BCBA,4310, BCBA,Concepts and Principles of Applied Behavior Analysis,APCE 628,Graduate,3,Fourth Edition,{Number:APCE 638},8/26/2019,10/20/2019,,,,,,,,45,,,,,,,,,,,,,,,,
University of Northern Colorado--Extended Campus,Special Education/School Psychology,4310 BCBA,4310, BCBA,Measurement and Experimental Design in Applied Behavior Analysis,APCE 629,Graduate,3,Fourth Edition,{Number:APCE 737},10/21/2019,12/15/2019,,,,,,,,,25,20,,,,,,,,,,,,,,
University of Northern Colorado--Extended Campus,Special Education/School Psychology,4310 BCBA,4310, BCBA,Applied Behavior Analysis II,APCE 631,Graduate,3,Fourth Edition,,1/13/2020,3/6/2020,,,,,,,,,,,,45,,,,,,,,,,,,
University of Northern Colorado--Extended Campus,Special Education/School Psychology,4310 BCBA,4310, BCBA,Applied Behavior Analysis I,EDSE 630,Graduate,3,Fourth Edition,,1/13/2020,3/8/2020,,,,,,,,,,,30,,10,,,,,,,,,,,
University of Northern Colorado--Extended Campus,Special Education/School Psychology,4310 BCBA,4310, BCBA,Ethics in Applied Behavior Analysis,EDSE 632,Graduate,3,Fourth Edition,,5/11/2020,7/3/2020,,,,,,,45,,,,,,,,,,,,,,,,,
University of Northern Colorado--Extended Campus,Special Education/School Psychology,4310 BCBA,4310, BCBA,Application of Applied Behavior Analysis,EDSE 633,Graduate,4,Fourth Edition,,8/26/2019,10/20/2019,,,,,,,,,,,,,,10,10,30,,,,,,,,
University of Oklahoma,Educational Psychology,4040 BCBA,4040, BCBA,Individual Behavior Supports,EDSP 4083,Graduate,3,Fourth Edition,{Title:Ind Behavior Suppts},,,2013,,Spring,,,,2,,,,4,6,,3,,30,,,,,,,,
University of Oklahoma,Educational Psychology,4040 BCBA,4040, BCBA,Applied Behavior Analysis III (BEFORE FL 2018),"EDPS5343, RS 6153, RS6293",Graduate,3,Fourth Edition,{Title:ABA III},,,2018,,Fall,,,,2,8,1,1,7,16,4,2,4,,,,,,,,,
University of Oklahoma,Special Education,51048 BCBA,51048, BCBA,Single Case Research Methods,EDSP 6023,Graduate,3,Fifth Edition,,1/1/2021,,,,,,,,,,,,,,,,,,,,,,45,,,
University of Oklahoma,Educational Psychology,4040 BCBA,4040, BCBA,Small-N Research Design,EDSP 6023,Graduate,3,Fourth Edition,{Title:Small-N Research},,,2013,,Spring,,,,,5,20,15,3,2,,,,,,,,,,,,
University of Oklahoma,Educational Psychology,4040 BCBA,4040, BCBA,Teaching Techniques in a Functional Curriculum,EDSP 5063,Graduate,3,Fourth Edition,{Title:Functional Curriculum},,,2013,,Spring,,,,2,,,,4,6,,3,,30,,,,,,,,
University of Oklahoma,Special Education,51048 BCBA,51048, BCBA,Principals and Concepts in Applied Behavior Analysis,EDSP 5613,Graduate,3,Fifth Edition,,1/1/2020,,,,,,,,,,,,,,,,,,,,45,,,,,
University of Oklahoma,Special Education,51048 BCBA,51048, BCBA,Ethics in ABA,EDSP 5623,Graduate,3,Fifth Edition,,7/1/2019,,,,,,,,,,,,,,,,,,45,,,,,,,
University of Oklahoma,Educational Psychology,4040 BCBA,4040, BCBA,Families and Young Children with Developmental Delays,EDSP 5403,Graduate,3,Fourth Edition,{Title:Young Children DD},,,2013,,Spring,,,,2,,,,4,6,,3,,30,,,,,,,,
University of Oklahoma,Special Education,51048 BCBA,51048, BCBA,Behavior Assessment in ABA,EDSP 5653,Graduate,3,Fifth Edition,,1/7/2020,,,,,,,,,,,,,,,,,,,,,,,40,5,
University of Oklahoma,Educational Psychology,4040 BCBA,4040, BCBA,Applied Behavior Analysis II (SP 2018),"EDSP 5243, RS 6133, RS6213",Graduate,3,Fourth Edition,{Number:EDSP 5970}{Title:Applied Behavior Analysis II},,,2018,,Spring,,,,,8,1,2,7,16,3,2,4,2,,,,,,,,
University of Oklahoma,Educational Psychology,4040 BCBA,4040, BCBA,(Starting summer 2017) Special Education Instructional Methods and Programs,EDSP 5013,Graduate,3,Fourth Edition,{Title:Spec Ed Instr Methods/Programs},,,2017,,Summer,,,,,2,,,6,7,1,3,2,24,,,,,,,,
University of Oklahoma,Special Education,51048 BCBA,51048, BCBA,Behavior Change in ABA,EDSP 5643,Graduate,3,Fifth Edition,,8/1/2020,,,,,,,,,,,,,,,,,,,,,,,5,40,
University of Oklahoma,Educational Psychology,4040 BCBA,4040, BCBA,Applied Behavior Analysis III (FL 2018),"EDSP 5343, RS 6293, RS 6153",Graduate,3,Fourth Edition,{Title:Applied Behavior Analysis III},,,2018,,Fall,,,,,8,1,1,7,16,4,2,4,2,,,,,,,,
University of Oklahoma,Educational Psychology,4040 BCBA,4040, BCBA,(Starting summer 2017) Issues and Strategies in a Functional Curriculum,EDSP 5063,Graduate,3,Fourth Edition,{Title:Issues/Strat-Functional Curr},,,2017,,Summer,,,,,2,,,6,7,1,3,2,24,,,,,,,,
University of Oklahoma,Educational Psychology,4040 BCBA,4040, BCBA,Ethical & Professional Conduct of Behavior Analysts (SUM 2018),"EDSP 5443, RS 6173, RS 6283",Graduate,3,Fourth Edition,{Title:Ethical/Prof Conduct of ABA},,,2018,,Summer,,,,45,,,,,,,,,,,,,,,,,
University of Oklahoma,Educational Psychology,4040 BCBA,4040, BCBA,Applied Behavior Analysis II (Before SP 2018),"EDSP5243, EDSP 5970, RS 6133, RS6213",Graduate,3,Fourth Edition,{Title:ABA II},,,2018,,Spring,,,,2,8,1,2,7,16,3,2,4,,,,,,,,,
University of Oklahoma,Educational Psychology,4040 BCBA,4040, BCBA,(Starting summer 2017)Families and Young Children with Developmental Delays,EDSP 5403,Graduate,3,Fourth Edition,{Title:Families-Developmental Delays},,,2017,,Summer,,,,,2,,,6,7,1,3,2,24,,,,,,,,
University of Oklahoma,Educational Psychology,4040 BCBA,4040, BCBA,Ethics for Behavior Analysis (BEFORE SUM 2018),"EDSP5443, RS 6173, RS6283",Graduate,3,Fourth Edition,{Title:Ethics ABA},,,2018,,Summer,,,,37,2,,,2,1,1,,2,,,,,,,,,
University of Oklahoma,Educational Psychology,4040 BCBA,4040, BCBA,Applied Behavior Analysis in School Settings,EDSP 5143,Graduate,3,Fourth Edition,{Title:ABA I},,,2013,,Spring,,,,2,22,3,2,7,4,2,3,,,,,,,,,,
University of Oklahoma,Special Education,51048 BCBA,51048, BCBA,Supervision and management in ABA,EDSP 5633,Graduate,3,Fifth Edition,,7/1/2020,,,,,,,,,,,,,,,,,,,,,,,,15,30
University of Oklahoma,Special Education,51048 BCBA,51048, BCBA,Philosophical Assumptions of Behavior Analysis,EDSP 5603,Graduate,3,Fifth Edition,,8/1/2019,,,,,,,,,,,,,,,,,,,45,,,,,,
University of Oklahoma,Educational Psychology,4040 BCBA,4040, BCBA,(Starting summer 2017) Individual Behavior Supports,EDSP 4083,Graduate,3,Fourth Edition,{Title:Individual Behavior Supports},,,2017,,Summer,,,,,2,,,6,7,1,3,2,24,,,,,,,,
University of Oklahoma,Educational Psychology,4040 BCBA,4040, BCBA,Applied Behavior Analysis in School Settings (FL 2017),EDSP 5143,Graduate,3,Fourth Edition,{Title:Behav Analysis School Settings},,,2017,,Fall,,,,,22,3,2,7,4,2,3,,2,,,,,,,,
University of Oklahoma,Educational Psychology,4040 BCBA,4040, BCBA,(Starting summer 2017) Single Case Research Design,EDSP 6023,Graduate,3,Fourth Edition,{Title:Single Case Research Design},,,2017,,Summer,,,,,5,20,15,3,2,,,,,,,,,,,,
University of oregon,School Psychology,4216 BCBA,4216, BCBA,Advanced Applied Behavior Analysis,EDUC 654,Graduate,4,Fourth Edition,{Title:Adv App Behavior Analy},,,2014,,,,Q3,,,30,,,,5,,5,,,,,,,,,,
University of oregon,School Psychology,4216 BCBA,4216, BCBA,Autism and Related Disorders,SPSY 610,Graduate,4,Fourth Edition,{Title:Autism and Related Disorders},,,2014,,,,Q3,,4,5,2,,5,6,8,,4,6,,,,,,,,
University of oregon,School Psychology,4216 BCBA,4216, BCBA,Academic and Behavioral Interventions,SPSY 610/631,Graduate,4,Fourth Edition,{Number:SPSY 610}{Number:631}{Title:Acad & Behav Interv},,,2014,,,,Q3,,,3,2,2,8,19,4,1,1,,,,,,,,,
University of oregon,School Psychology,4216 BCBA,4216, BCBA,Behavioral Assessment,SPSY 671,Graduate,4,Fourth Edition,{Title:Behavioral Assessment},,,2014,,,,Q3,,4,10,5,2,4,9,3,,3,,,,,,,,,
University of oregon,School Psychology,4216 BCBA,4216, BCBA,Single Subject Research Method I ,EDUC 650,Graduate,4,Fourth Edition,{Title:Single-Subj Res Meth I},,,2014,,,,Q3,,2,,16,16,2,2,,,,2,,,,,,,,
University of oregon,School Psychology,4216 BCBA,4216, BCBA,Introduction to Consultation,SPSY 610,Graduate,4,Fourth Edition,{Title:Intro to Consultation},,,2014,,,,Q3,,4,,3,,6,,,4,,23,,,,,,,,
University of oregon,School Psychology,4216 BCBA,4216, BCBA,Professional Ethics,SPSY 610/663,Graduate,3,Fourth Edition,{Title:Professional Ethics}{Number:SPSY 610},,,2014,,,,Q3,,30,,,,,,,,,,,,,,,,,
University of oregon,School Psychology,4216 BCBA,4216, BCBA,Advanced Consultation,SPSY 610,Graduate,4,Fourth Edition,{Title:Advanced Consultation},,,2014,,,,Q3,,4,,4,1,8,6,8,4,2,3,,,,,,,,
University of Parma,"Lettere Arti Storia e Società, Parma University",4151 BCBA  - [Retired],4151, BCBA  - [Retired],Ethics & Professionalism in Behavior Analysis,Module 2,,,Fourth Edition,{Number:Course 2}{Title:Ethics & Professionalism in Behavior Analysis},,4/27/2017,,,,,,,51,,,,,,,,,,,,,,,,,
University of Parma,"Dipartimento di Discipline Umanistiche, Sociali e delle Imprese Culturali",4151 BCBA,4151, BCBA,Philosophical Underpinnings & Concepts and Principles I,GCS-1,Graduate,3,Fifth Edition,,,,2018,,Fall,,,,,,,,,,,,,,,,45,,,,,
